Latitude,Longitude,Crash Type
35.61167,-88.78957,Property Damage
35.61086,-88.78968,Property Damage
35.50389,-88.78977,Property Damage
35.79281,-88.79001,Property Damage
35.7547,-88.79011,Property Damage
35.50417,-88.79014,Property Damage
35.74637,-88.79038,Property Damage
35.74635,-88.79038,Property Damage
35.6117,-88.79047,Property Damage
35.61529,-88.79048,Property Damage
35.67756,-88.79054,Property Damage
35.61169,-88.79055,Property Damage
35.63352,-88.79067,Property Damage
35.75284,-88.79083,Property Damage
35.67727,-88.79084,Property Damage
35.64858,-88.79108,Property Damage
35.57045,-88.79117,Property Damage
35.67244,-88.79119,Property Damage
35.55157,-88.79133,Property Damage
35.56506,-88.79135,Property Damage
35.67744,-88.79145,Property Damage
35.67239,-88.7915,Property Damage
35.67739,-88.79156,Property Damage
35.67739,-88.79158,Property Damage
35.5736,-88.79183,Property Damage
35.7121,-88.79198,Property Damage
35.71213,-88.792,Property Damage
35.71046,-88.79204,Property Damage
35.55724,-88.79211,Property Damage
35.67727,-88.79226,Property Damage
35.61543,-88.79235,Property Damage
35.67149,-88.79238,Property Damage
35.74816,-88.79239,Property Damage
35.6772,-88.79266,Property Damage
35.67097,-88.79272,Property Damage
35.67093,-88.79273,Property Damage
35.67093,-88.79275,Property Damage
35.67094,-88.79276,Property Damage
35.74268,-88.79277,Property Damage
35.61924,-88.7928,Property Damage
35.67092,-88.79282,Property Damage
35.74255,-88.79284,Property Damage
35.67098,-88.79285,Property Damage
35.55886,-88.79285,Property Damage
35.67099,-88.79287,Property Damage
35.61923,-88.79287,Property Damage
35.67099,-88.79288,Property Damage
35.67095,-88.79288,Property Damage
35.61542,-88.7929,Property Damage
35.67096,-88.79291,Property Damage
35.74266,-88.79293,Property Damage
35.67103,-88.79293,Property Damage
35.60506,-88.79294,Property Damage
35.74255,-88.79295,Property Damage
35.74253,-88.79296,Property Damage
35.74239,-88.79301,Property Damage
35.6711,-88.79307,Property Damage
35.61931,-88.79307,Property Damage
35.61915,-88.79307,Property Damage
35.6193,-88.79308,Property Damage
35.61918,-88.79309,Property Damage
35.61917,-88.7931,Property Damage
35.6193,-88.79315,Property Damage
35.61913,-88.79315,Property Damage
35.67065,-88.79324,Property Damage
35.65213,-88.79335,Property Damage
35.67029,-88.79343,Property Damage
35.52037,-88.79391,Property Damage
35.791,-88.794,Property Damage
35.67696,-88.79401,Property Damage
35.54058,-88.79427,Property Damage
35.61569,-88.79431,Property Damage
35.69227,-88.79437,Property Damage
35.68425,-88.79439,Property Damage
35.61186,-88.79446,Property Damage
35.61876,-88.79454,Property Damage
35.6151,-88.79454,Property Damage
35.61183,-88.79483,Property Damage
35.68187,-88.79514,Property Damage
35.64838,-88.79517,Property Damage
35.66956,-88.79522,Property Damage
35.56735,-88.79532,Property Damage
35.61827,-88.7957,Property Damage
35.61816,-88.7957,Property Damage
35.61795,-88.79572,Property Damage
35.61812,-88.79573,Property Damage
35.61794,-88.79573,Property Damage
35.61808,-88.79574,Property Damage
35.61191,-88.79575,Property Damage
35.62058,-88.79583,Property Damage
35.61567,-88.79585,Property Damage
35.46538,-88.79587,Property Damage
35.61788,-88.7959,Property Damage
35.61361,-88.79594,Property Damage
35.61299,-88.79597,Property Damage
35.78992,-88.79598,Property Damage
35.6953,-88.79601,Property Damage
35.57394,-88.79622,Property Damage
35.56505,-88.79624,Property Damage
35.63186,-88.79625,Property Damage
35.63122,-88.79628,Property Damage
35.63094,-88.79629,Property Damage
35.60516,-88.79645,Property Damage
35.54208,-88.79646,Property Damage
35.61186,-88.79655,Property Damage
35.6119,-88.79656,Property Damage
35.6068,-88.79672,Property Damage
35.62764,-88.79673,Property Damage
35.62426,-88.79678,Property Damage
35.54236,-88.79685,Property Damage
35.54823,-88.79686,Property Damage
35.54187,-88.79691,Property Damage
35.63317,-88.79694,Property Damage
35.73491,-88.79696,Property Damage
35.63227,-88.79696,Property Damage
35.63463,-88.79699,Property Damage
35.63379,-88.79699,Property Damage
35.67617,-88.79701,Property Damage
35.53458,-88.79701,Property Damage
35.78934,-88.79704,Property Damage
35.60518,-88.7972,Property Damage
35.67641,-88.79721,Property Damage
35.56567,-88.79727,Property Damage
35.73111,-88.7973,Property Damage
35.63373,-88.79734,Property Damage
35.78915,-88.79738,Property Damage
35.63366,-88.79744,Property Damage
35.63356,-88.79754,Property Damage
35.73222,-88.79755,Property Damage
35.6347,-88.79759,Property Damage
35.62351,-88.79768,Property Damage
35.64851,-88.79769,Property Damage
35.6323,-88.79773,Property Damage
35.72786,-88.79775,Property Damage
35.64396,-88.7978,Property Damage
35.63231,-88.79783,Property Damage
35.72324,-88.79795,Property Damage
35.7203,-88.79795,Property Damage
35.7203,-88.79798,Property Damage
35.71706,-88.79799,Property Damage
35.72054,-88.798,Property Damage
35.72032,-88.798,Property Damage
35.7203,-88.798,Property Damage
35.72247,-88.79802,Property Damage
35.63238,-88.79807,Property Damage
35.60618,-88.79811,Property Damage
35.62672,-88.79813,Property Damage
35.5748,-88.79813,Property Damage
35.62669,-88.79815,Property Damage
35.60784,-88.79817,Property Damage
35.7885,-88.79823,Property Damage
35.6325,-88.7983,Property Damage
35.67618,-88.79861,Property Damage
35.63269,-88.79864,Property Damage
35.62153,-88.79864,Property Damage
35.63474,-88.79865,Property Damage
35.60776,-88.79865,Property Damage
35.72032,-88.79868,Property Damage
35.63287,-88.79877,Property Damage
35.62877,-88.7988,Property Damage
35.612,-88.79882,Property Damage
35.63294,-88.79885,Property Damage
35.64855,-88.7989,Property Damage
35.6761,-88.79906,Property Damage
35.682,-88.79912,Property Damage
35.64281,-88.79915,Property Damage
35.76464,-88.79917,Property Damage
35.54392,-88.79931,Property Damage
35.62206,-88.79941,Property Damage
35.6114,-88.79947,Property Damage
35.71367,-88.7995,Property Damage
35.6111,-88.79952,Property Damage
35.71364,-88.79961,Property Damage
35.60731,-88.79961,Property Damage
35.71365,-88.79964,Property Damage
35.71364,-88.79964,Property Damage
35.57558,-88.79969,Property Damage
35.52403,-88.79975,Property Damage
35.67569,-88.79993,Property Damage
35.61948,-88.80019,Property Damage
35.61489,-88.80021,Property Damage
35.66791,-88.80022,Property Damage
35.61205,-88.8003,Property Damage
35.65203,-88.80044,Property Damage
35.78747,-88.80053,Property Damage
35.65195,-88.80068,Property Damage
35.61206,-88.80072,Property Damage
35.61206,-88.80073,Property Damage
35.62701,-88.80077,Property Damage
35.78173,-88.80081,Property Damage
35.65678,-88.80083,Property Damage
35.46531,-88.80086,Property Damage
35.61537,-88.80099,Property Damage
35.62211,-88.801,Property Damage
35.56866,-88.80104,Property Damage
35.64862,-88.80107,Property Damage
35.62502,-88.80113,Property Damage
35.62714,-88.80123,Property Damage
35.62304,-88.80133,Property Damage
35.69068,-88.80137,Property Damage
35.64857,-88.80143,Property Damage
35.61414,-88.80145,Property Damage
35.71053,-88.80154,Property Damage
35.64864,-88.80167,Property Damage
35.67565,-88.80169,Property Damage
35.64863,-88.80171,Property Damage
35.62211,-88.80171,Property Damage
35.61906,-88.80176,Property Damage
35.65152,-88.80177,Property Damage
35.61209,-88.80192,Property Damage
35.72039,-88.80194,Property Damage
35.65049,-88.80195,Property Damage
35.65044,-88.80195,Property Damage
35.64864,-88.80201,Property Damage
35.64875,-88.80202,Property Damage
35.61375,-88.80204,Property Damage
35.60533,-88.80208,Property Damage
35.64865,-88.80209,Property Damage
35.64877,-88.80211,Property Damage
35.64886,-88.80212,Property Damage
35.64864,-88.80212,Property Damage
35.64865,-88.80214,Property Damage
35.68972,-88.80215,Property Damage
35.64818,-88.80216,Property Damage
35.6675,-88.80218,Property Damage
35.62215,-88.80222,Property Damage
35.64486,-88.8023,Property Damage
35.64431,-88.80231,Property Damage
35.6437,-88.80233,Property Damage
35.6189,-88.80233,Property Damage
35.64374,-88.80234,Property Damage
35.61378,-88.80235,Property Damage
35.69546,-88.80236,Property Damage
35.61749,-88.80236,Property Damage
35.61735,-88.80237,Property Damage
35.64865,-88.80241,Property Damage
35.64107,-88.80244,Property Damage
35.66008,-88.80247,Property Damage
35.69484,-88.80249,Property Damage
35.65963,-88.80249,Property Damage
35.69547,-88.80252,Property Damage
35.54376,-88.80261,Property Damage
35.63006,-88.80262,Property Damage
35.64031,-88.80265,Property Damage
35.62704,-88.80272,Property Damage
35.62678,-88.80273,Property Damage
35.62554,-88.80277,Property Damage
35.62463,-88.8028,Property Damage
35.5699,-88.80285,Property Damage
35.62219,-88.80286,Property Damage
35.62242,-88.80287,Property Damage
35.62212,-88.80288,Property Damage
35.64002,-88.80295,Property Damage
35.6138,-88.80299,Property Damage
35.54269,-88.80301,Property Damage
35.61228,-88.80302,Property Damage
35.68843,-88.80304,Property Damage
35.57724,-88.80305,Property Damage
35.68841,-88.80306,Property Damage
35.68838,-88.80307,Property Damage
35.68848,-88.80308,Property Damage
35.69703,-88.80309,Property Damage
35.68835,-88.8031,Property Damage
35.61892,-88.80311,Property Damage
35.61241,-88.80312,Property Damage
35.5426,-88.80315,Property Damage
35.69729,-88.80316,Property Damage
35.63124,-88.80318,Property Damage
35.61234,-88.80318,Property Damage
35.68876,-88.80319,Property Damage
35.6882,-88.8032,Property Damage
35.61234,-88.80331,Property Damage
35.69887,-88.8034,Property Damage
35.65475,-88.80342,Property Damage
35.70444,-88.80353,Property Damage
35.64869,-88.80355,Property Damage
35.69984,-88.80356,Property Damage
35.62312,-88.80386,Property Damage
35.63134,-88.80389,Property Damage
35.60538,-88.80391,Property Damage
35.68705,-88.80398,Property Damage
35.60416,-88.80402,Property Damage
35.65326,-88.80404,Property Damage
35.65099,-88.80406,Property Damage
35.69084,-88.80409,Property Damage
35.61627,-88.80412,Property Damage
35.65226,-88.80416,Property Damage
35.62891,-88.80417,Property Damage
35.6121,-88.80428,Property Damage
35.68654,-88.80433,Property Damage
35.62312,-88.80439,Property Damage
35.62066,-88.80451,Property Damage
35.63921,-88.80469,Property Damage
35.61212,-88.80469,Property Damage
35.62718,-88.8048,Property Damage
35.62767,-88.80481,Property Damage
35.62765,-88.80481,Property Damage
35.68587,-88.80482,Property Damage
35.6272,-88.80482,Property Damage
35.62718,-88.80482,Property Damage
35.63046,-88.80483,Property Damage
35.6306,-88.80486,Property Damage
35.62357,-88.80489,Property Damage
35.61387,-88.80498,Property Damage
35.69134,-88.80499,Property Damage
35.6324,-88.80506,Property Damage
35.68364,-88.80525,Property Damage
35.68243,-88.80525,Property Damage
35.54847,-88.80526,Property Damage
35.61213,-88.80531,Property Damage
35.68446,-88.80533,Property Damage
35.68446,-88.80534,Property Damage
35.68469,-88.80535,Property Damage
35.68446,-88.80536,Property Damage
35.57838,-88.80538,Property Damage
35.61302,-88.80544,Property Damage
35.61809,-88.80547,Property Damage
35.63886,-88.8055,Property Damage
35.61965,-88.80551,Property Damage
35.66743,-88.80553,Property Damage
35.66132,-88.80554,Property Damage
35.63249,-88.80585,Property Damage
35.62772,-88.80585,Property Damage
35.62067,-88.80588,Property Damage
35.65578,-88.80592,Property Damage
35.66743,-88.80599,Property Damage
35.57875,-88.8061,Property Damage
35.69228,-88.80617,Property Damage
35.72048,-88.80618,Property Damage
35.61967,-88.80622,Property Damage
35.78437,-88.80634,Property Damage
35.62188,-88.80635,Property Damage
35.54963,-88.80636,Property Damage
35.6924,-88.80639,Property Damage
35.68782,-88.80662,Property Damage
35.68786,-88.80663,Property Damage
35.6737,-88.80671,Property Damage
35.68796,-88.80672,Property Damage
35.69256,-88.80674,Property Damage
35.63254,-88.80678,Property Damage
35.56936,-88.80684,Property Damage
35.68469,-88.80692,Property Damage
35.57158,-88.80699,Property Damage
35.68486,-88.8071,Property Damage
35.67903,-88.8071,Property Damage
35.67906,-88.80713,Property Damage
35.64885,-88.80715,Property Damage
35.61219,-88.80715,Property Damage
35.63257,-88.80718,Property Damage
35.78384,-88.80732,Property Damage
35.60866,-88.80736,Property Damage
35.60865,-88.80738,Property Damage
35.66735,-88.8074,Property Damage
35.55075,-88.8074,Property Damage
35.63264,-88.80743,Property Damage
35.67837,-88.80746,Property Damage
35.6277,-88.80751,Property Damage
35.6783,-88.80755,Property Damage
35.67829,-88.80755,Property Damage
35.67556,-88.80755,Property Damage
35.6271,-88.80756,Property Damage
35.6781,-88.80758,Property Damage
35.78342,-88.80759,Property Damage
35.67762,-88.8076,Property Damage
35.67708,-88.80761,Property Damage
35.67669,-88.80763,Property Damage
35.67621,-88.80767,Property Damage
35.67465,-88.80769,Property Damage
35.61753,-88.80769,Property Damage
35.67587,-88.8077,Property Damage
35.62223,-88.8077,Property Damage
35.6489,-88.80771,Property Damage
35.62323,-88.80771,Property Damage
35.62115,-88.80774,Property Damage
35.62018,-88.80776,Property Damage
35.62007,-88.80777,Property Damage
35.61213,-88.80779,Property Damage
35.61221,-88.80783,Property Damage
35.55125,-88.80783,Property Damage
35.61746,-88.80784,Property Damage
35.61705,-88.80784,Property Damage
35.66745,-88.80785,Property Damage
35.61236,-88.80785,Property Damage
35.61226,-88.80785,Property Damage
35.61221,-88.80786,Property Damage
35.61556,-88.80789,Property Damage
35.67196,-88.80793,Property Damage
35.67185,-88.80796,Property Damage
35.55135,-88.80802,Property Damage
35.61221,-88.80809,Property Damage
35.55892,-88.8082,Property Damage
35.68797,-88.80834,Property Damage
35.64901,-88.80842,Property Damage
35.62776,-88.80848,Property Damage
35.57993,-88.80852,Property Damage
35.6312,-88.80853,Property Damage
35.6105,-88.80853,Property Damage
35.61004,-88.80856,Property Damage
35.60991,-88.80856,Property Damage
35.67446,-88.80857,Property Damage
35.6351,-88.80857,Property Damage
35.63503,-88.80861,Property Damage
35.61218,-88.80861,Property Damage
35.61718,-88.80873,Property Damage
35.63483,-88.80875,Property Damage
35.6348,-88.80877,Property Damage
35.55235,-88.80877,Property Damage
35.6348,-88.80878,Property Damage
35.55238,-88.80879,Property Damage
35.67443,-88.80881,Property Damage
35.55242,-88.80881,Property Damage
35.55234,-88.80882,Property Damage
35.55894,-88.80884,Property Damage
35.55245,-88.80884,Property Damage
35.67418,-88.80886,Property Damage
35.61052,-88.80886,Property Damage
35.64909,-88.80889,Property Damage
35.63464,-88.80891,Property Damage
35.5801,-88.80891,Property Damage
35.62508,-88.80895,Property Damage
35.63386,-88.809,Property Damage
35.72068,-88.80901,Property Damage
35.56964,-88.80909,Property Damage
35.55282,-88.80911,Property Damage
35.56971,-88.80912,Property Damage
35.56959,-88.80912,Property Damage
35.5687,-88.80915,Property Damage
35.55287,-88.80915,Property Damage
35.56697,-88.8092,Property Damage
35.56196,-88.80934,Property Damage
35.62732,-88.80935,Property Damage
35.55977,-88.8094,Property Damage
35.55958,-88.80946,Property Damage
35.63409,-88.8095,Property Damage
35.63131,-88.80957,Property Damage
35.78218,-88.8097,Property Damage
35.63341,-88.80982,Property Damage
35.6334,-88.80982,Property Damage
35.78234,-88.80984,Property Damage
35.55408,-88.80998,Property Damage
35.61688,-88.81002,Property Damage
35.63298,-88.81014,Property Damage
35.63295,-88.81016,Property Damage
35.67419,-88.8102,Property Damage
35.64342,-88.81022,Property Damage
35.63327,-88.81022,Property Damage
35.63285,-88.81023,Property Damage
35.63282,-88.81024,Property Damage
35.55444,-88.81026,Property Damage
35.61235,-88.81029,Property Damage
35.55458,-88.81032,Property Damage
35.64148,-88.81033,Property Damage
35.55458,-88.81034,Property Damage
35.5548,-88.81049,Property Damage
35.54247,-88.81052,Property Damage
35.55495,-88.81058,Property Damage
35.55535,-88.81063,Property Damage
35.55502,-88.81063,Property Damage
35.55469,-88.81064,Property Damage
35.63184,-88.81067,Property Damage
35.55521,-88.81074,Property Damage
35.63488,-88.81076,Property Damage
35.55523,-88.81076,Property Damage
35.55525,-88.81077,Property Damage
35.55515,-88.81079,Property Damage
35.63142,-88.81082,Property Damage
35.57484,-88.81087,Property Damage
35.55559,-88.81098,Property Damage
35.669,-88.81105,Property Damage
35.55575,-88.81108,Property Damage
35.55581,-88.81111,Property Damage
35.65854,-88.81117,Property Damage
35.63032,-88.81119,Property Damage
35.63412,-88.8112,Property Damage
35.63014,-88.81126,Property Damage
35.5429,-88.81128,Property Damage
35.64953,-88.8113,Property Damage
35.60878,-88.81132,Property Damage
35.66839,-88.81153,Property Damage
35.55656,-88.81153,Property Damage
35.55647,-88.81153,Property Damage
35.63245,-88.81154,Property Damage
35.55656,-88.81154,Property Damage
35.62954,-88.81157,Property Damage
35.55661,-88.81157,Property Damage
35.55525,-88.81157,Property Damage
35.55509,-88.81159,Property Damage
35.55668,-88.8116,Property Damage
35.6846,-88.81161,Property Damage
35.6349,-88.81164,Property Damage
35.62339,-88.81164,Property Damage
35.55679,-88.81166,Property Damage
35.66822,-88.81167,Property Damage
35.55682,-88.81168,Property Damage
35.55688,-88.8117,Property Damage
35.60879,-88.81178,Property Damage
35.5548,-88.81179,Property Damage
35.5571,-88.81181,Property Damage
35.55467,-88.81187,Property Damage
35.55721,-88.81188,Property Damage
35.55725,-88.81189,Property Damage
35.6356,-88.81192,Property Damage
35.56467,-88.81192,Property Damage
35.55732,-88.81194,Property Damage
35.64378,-88.81196,Property Damage
35.6674,-88.81197,Property Damage
35.6289,-88.81199,Property Damage
35.61411,-88.81203,Property Damage
35.55752,-88.81204,Property Damage
35.55764,-88.81205,Property Damage
35.55787,-88.81207,Property Damage
35.66741,-88.81209,Property Damage
35.55437,-88.81212,Property Damage
35.54286,-88.81213,Property Damage
35.6674,-88.81214,Property Damage
35.6328,-88.81222,Property Damage
35.66741,-88.81223,Property Damage
35.66744,-88.81224,Property Damage
35.55799,-88.81226,Property Damage
35.6674,-88.81227,Property Damage
35.55804,-88.8123,Property Damage
35.5581,-88.81232,Property Damage
35.55807,-88.81232,Property Damage
35.61625,-88.81234,Property Damage
35.69369,-88.81235,Property Damage
35.55819,-88.81238,Property Damage
35.63414,-88.8124,Property Damage
35.5583,-88.81241,Property Damage
35.67382,-88.81244,Property Damage
35.65406,-88.81244,Property Damage
35.67381,-88.81246,Property Damage
35.78067,-88.81247,Property Damage
35.55842,-88.81247,Property Damage
35.55842,-88.81248,Property Damage
35.55804,-88.81248,Property Damage
35.64441,-88.81249,Property Damage
35.62806,-88.81249,Property Damage
35.55851,-88.81251,Property Damage
35.66705,-88.81252,Property Damage
35.66708,-88.81253,Property Damage
35.66704,-88.81253,Property Damage
35.66714,-88.81254,Property Damage
35.55803,-88.81254,Property Damage
35.66741,-88.81255,Property Damage
35.66718,-88.81255,Property Damage
35.66698,-88.81257,Property Damage
35.55873,-88.8126,Property Damage
35.62719,-88.81269,Property Damage
35.62413,-88.81276,Property Damage
35.69388,-88.81278,Property Damage
35.67374,-88.81278,Property Damage
35.61613,-88.81278,Property Damage
35.5591,-88.81278,Property Damage
35.66741,-88.81283,Property Damage
35.62514,-88.81289,Property Damage
35.62515,-88.81291,Property Damage
35.62344,-88.81297,Property Damage
35.55375,-88.81298,Property Damage
35.62345,-88.81299,Property Damage
35.56004,-88.81302,Property Damage
35.5598,-88.81305,Property Damage
35.60885,-88.8131,Property Damage
35.55992,-88.8131,Property Damage
35.55978,-88.81311,Property Damage
35.65573,-88.81313,Property Damage
35.6219,-88.81313,Property Damage
35.5597,-88.81315,Property Damage
35.65535,-88.81316,Property Damage
35.56027,-88.81323,Property Damage
35.62922,-88.81324,Property Damage
35.62838,-88.81329,Property Damage
35.61598,-88.81332,Property Damage
35.61599,-88.81333,Property Damage
35.61497,-88.81337,Property Damage
35.56072,-88.8134,Property Damage
35.61415,-88.81341,Property Damage
35.61417,-88.81344,Property Damage
35.6133,-88.81346,Property Damage
35.61297,-88.81349,Property Damage
35.61264,-88.81349,Property Damage
35.61239,-88.8135,Property Damage
35.61251,-88.81352,Property Damage
35.61205,-88.81352,Property Damage
35.61235,-88.81353,Property Damage
35.61202,-88.81353,Property Damage
35.60886,-88.81355,Property Damage
35.58126,-88.81355,Property Damage
35.71049,-88.81358,Property Damage
35.56461,-88.81358,Property Damage
35.60887,-88.8136,Property Damage
35.60013,-88.81361,Property Damage
35.61072,-88.81362,Property Damage
35.59633,-88.81362,Property Damage
35.60887,-88.81364,Property Damage
35.5615,-88.81366,Property Damage
35.60886,-88.81369,Property Damage
35.6088,-88.81369,Property Damage
35.60878,-88.81369,Property Damage
35.60161,-88.81369,Property Damage
35.60197,-88.8137,Property Damage
35.60153,-88.8137,Property Damage
35.60884,-88.81371,Property Damage
35.60219,-88.81372,Property Damage
35.59961,-88.81373,Property Damage
35.60025,-88.81374,Property Damage
35.60223,-88.81375,Property Damage
35.59964,-88.81375,Property Damage
35.58134,-88.81375,Property Damage
35.60006,-88.81376,Property Damage
35.59868,-88.81377,Property Damage
35.60707,-88.81378,Property Damage
35.59744,-88.81382,Property Damage
35.56204,-88.81383,Property Damage
35.60538,-88.81384,Property Damage
35.68127,-88.81385,Property Damage
35.66522,-88.81385,Property Damage
35.56213,-88.81385,Property Damage
35.59604,-88.81386,Property Damage
35.6036,-88.81387,Property Damage
35.60397,-88.81388,Property Damage
35.59526,-88.81388,Property Damage
35.59525,-88.81388,Property Damage
35.60214,-88.81389,Property Damage
35.77975,-88.8139,Property Damage
35.61241,-88.81392,Property Damage
35.59999,-88.81394,Property Damage
35.60277,-88.81395,Property Damage
35.59382,-88.81395,Property Damage
35.60251,-88.81396,Property Damage
35.59337,-88.81396,Property Damage
35.60253,-88.81397,Property Damage
35.59945,-88.81397,Property Damage
35.59243,-88.81397,Property Damage
35.55295,-88.81399,Property Damage
35.60289,-88.814,Property Damage
35.5627,-88.814,Property Damage
35.6026,-88.81401,Property Damage
35.56275,-88.81401,Property Damage
35.55311,-88.81401,Property Damage
35.56971,-88.81405,Property Damage
35.59667,-88.81406,Property Damage
35.56256,-88.81406,Property Damage
35.60303,-88.81408,Property Damage
35.56309,-88.8141,Property Damage
35.56307,-88.8141,Property Damage
35.603,-88.81411,Property Damage
35.58318,-88.81411,Property Damage
35.6497,-88.81412,Property Damage
35.60303,-88.81413,Property Damage
35.58974,-88.81413,Property Damage
35.603,-88.81414,Property Damage
35.58745,-88.81414,Property Damage
35.59055,-88.81415,Property Damage
35.59378,-88.81416,Property Damage
35.59373,-88.81416,Property Damage
35.60308,-88.81417,Property Damage
35.60308,-88.81419,Property Damage
35.56402,-88.81419,Property Damage
35.56336,-88.81419,Property Damage
35.58319,-88.81422,Property Damage
35.5635,-88.81422,Property Damage
35.65477,-88.81423,Property Damage
35.59115,-88.81424,Property Damage
35.58504,-88.81424,Property Damage
35.58502,-88.81424,Property Damage
35.58476,-88.81425,Property Damage
35.58409,-88.81425,Property Damage
35.56364,-88.81425,Property Damage
35.5637,-88.81426,Property Damage
35.60321,-88.81428,Property Damage
35.58319,-88.81428,Property Damage
35.56384,-88.81428,Property Damage
35.58322,-88.81429,Property Damage
35.58295,-88.81429,Property Damage
35.58273,-88.81429,Property Damage
35.58235,-88.8143,Property Damage
35.56392,-88.8143,Property Damage
35.56385,-88.8143,Property Damage
35.589,-88.81431,Property Damage
35.5641,-88.81431,Property Damage
35.56397,-88.81431,Property Damage
35.60326,-88.81432,Property Damage
35.56397,-88.81432,Property Damage
35.58852,-88.81433,Property Damage
35.56407,-88.81433,Property Damage
35.56392,-88.81433,Property Damage
35.7199,-88.81434,Property Damage
35.58477,-88.81434,Property Damage
35.5822,-88.81434,Property Damage
35.58121,-88.81436,Property Damage
35.60333,-88.81437,Property Damage
35.55798,-88.81437,Property Damage
35.56431,-88.81438,Property Damage
35.66409,-88.81439,Property Damage
35.58582,-88.81439,Property Damage
35.58544,-88.8144,Property Damage
35.60326,-88.81441,Property Damage
35.56439,-88.81441,Property Damage
35.58523,-88.81442,Property Damage
35.56461,-88.81444,Property Damage
35.5646,-88.81444,Property Damage
35.67322,-88.81446,Property Damage
35.56461,-88.81446,Property Damage
35.5646,-88.81446,Property Damage
35.58322,-88.81447,Property Damage
35.62526,-88.81449,Property Damage
35.56477,-88.81449,Property Damage
35.5846,-88.8145,Property Damage
35.58276,-88.8145,Property Damage
35.5649,-88.81451,Property Damage
35.57946,-88.81452,Property Damage
35.56498,-88.81452,Property Damage
35.57944,-88.81453,Property Damage
35.57952,-88.81454,Property Damage
35.67324,-88.81455,Property Damage
35.57916,-88.81455,Property Damage
35.57886,-88.81456,Property Damage
35.56517,-88.81456,Property Damage
35.7027,-88.81457,Property Damage
35.58083,-88.81457,Property Damage
35.56537,-88.81457,Property Damage
35.57973,-88.81458,Property Damage
35.57944,-88.81458,Property Damage
35.56543,-88.81458,Property Damage
35.5654,-88.81458,Property Damage
35.62348,-88.81459,Property Damage
35.57575,-88.81462,Property Damage
35.55799,-88.81462,Property Damage
35.62998,-88.81464,Property Damage
35.57746,-88.81464,Property Damage
35.57521,-88.81465,Property Damage
35.5749,-88.81465,Property Damage
35.57721,-88.81466,Property Damage
35.57532,-88.81466,Property Damage
35.56593,-88.81466,Property Damage
35.57705,-88.81467,Property Damage
35.60355,-88.81468,Property Damage
35.57682,-88.81468,Property Damage
35.57613,-88.81468,Property Damage
35.56596,-88.81468,Property Damage
35.56595,-88.81468,Property Damage
35.58218,-88.81469,Property Damage
35.57613,-88.8147,Property Damage
35.57579,-88.8147,Property Damage
35.60371,-88.81471,Property Damage
35.56621,-88.81471,Property Damage
35.57554,-88.81472,Property Damage
35.57544,-88.81472,Property Damage
35.57454,-88.81472,Property Damage
35.69446,-88.81473,Property Damage
35.57533,-88.81473,Property Damage
35.57511,-88.81473,Property Damage
35.57488,-88.81473,Property Damage
35.57398,-88.81473,Property Damage
35.56653,-88.81473,Property Damage
35.6633,-88.81474,Property Damage
35.57571,-88.81474,Property Damage
35.57493,-88.81474,Property Damage
35.57484,-88.81474,Property Damage
35.57462,-88.81474,Property Damage
35.57453,-88.81474,Property Damage
35.57444,-88.81474,Property Damage
35.67345,-88.81475,Property Damage
35.57678,-88.81475,Property Damage
35.57409,-88.81475,Property Damage
35.56677,-88.81475,Property Damage
35.57575,-88.81476,Property Damage
35.57407,-88.81476,Property Damage
35.57365,-88.81476,Property Damage
35.57362,-88.81476,Property Damage
35.56703,-88.81476,Property Damage
35.57805,-88.81477,Property Damage
35.57392,-88.81477,Property Damage
35.57383,-88.81477,Property Damage
35.57433,-88.81478,Property Damage
35.57358,-88.81478,Property Damage
35.5735,-88.81478,Property Damage
35.57326,-88.8148,Property Damage
35.57287,-88.8148,Property Damage
35.57248,-88.8148,Property Damage
35.57188,-88.8148,Property Damage
35.56713,-88.8148,Property Damage
35.57434,-88.81481,Property Damage
35.5721,-88.81481,Property Damage
35.57222,-88.81482,Property Damage
35.56755,-88.81482,Property Damage
35.56752,-88.81482,Property Damage
35.57008,-88.81483,Property Damage
35.5676,-88.81483,Property Damage
35.57166,-88.81484,Property Damage
35.57135,-88.81484,Property Damage
35.56784,-88.81484,Property Damage
35.67316,-88.81485,Property Damage
35.57195,-88.81485,Property Damage
35.57165,-88.81485,Property Damage
35.57103,-88.81485,Property Damage
35.56962,-88.81485,Property Damage
35.56784,-88.81485,Property Damage
35.56819,-88.81486,Property Damage
35.57234,-88.81488,Property Damage
35.57031,-88.81488,Property Damage
35.56963,-88.81488,Property Damage
35.56931,-88.81488,Property Damage
35.5689,-88.81488,Property Damage
35.5687,-88.81488,Property Damage
35.57028,-88.81489,Property Damage
35.56999,-88.8149,Property Damage
35.56977,-88.8149,Property Damage
35.56964,-88.81491,Property Damage
35.56959,-88.81491,Property Damage
35.56952,-88.81491,Property Damage
35.5695,-88.81491,Property Damage
35.5703,-88.81494,Property Damage
35.56962,-88.81494,Property Damage
35.5709,-88.81496,Property Damage
35.69456,-88.81499,Property Damage
35.56962,-88.815,Property Damage
35.67312,-88.81503,Property Damage
35.55077,-88.81506,Property Damage
35.56962,-88.81509,Property Damage
35.68817,-88.8151,Property Damage
35.60417,-88.81512,Property Damage
35.64957,-88.81513,Property Damage
